"Country","Status","Provider",(data)Product,"(data)Release_channel","PID",Placement_ID,"Price_settings","Name","Comment","Version_restriction","Country_restriction","AB_Group","Probability","Rank Override","Auto-Rank","Custom Rank Adjustment","Rank","ECPM","Requests","Impressions","Fill Rate","Revenue","ECPM Index","New ECPM Index","Display probability","RTB_price","Product","Group where","Line where","Index"
"NG","Disabled","inmobi","mini","Final","8","1551843324092","CPM Target","PID 8 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1551843324092'","IN:inmobi:mini:Final:8"
"NG","Disabled","inmobi","mini","Final","9","1554737921591","CPM Target","PID 9 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1554737921591'","IN:inmobi:mini:Final:9"
"NG","Disabled","inmobi","mini","Final","10","1551780230061","CPM Target","PID 10 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1551780230061'","IN:inmobi:mini:Final:10"
"NG","Disabled","inmobi","mini","Final","14","1552261457819","CPM Target","PID 14 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1552261457819'","IN:inmobi:mini:Final:14"
"NG","Disabled","inmobi","mini","Final","17","1550953328922","CPM Target","PID 17 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1550953328922'","IN:inmobi:mini:Final:17"
"PK","Disabled","inmobi","mini","Final","1","1553224519055","CPM Target","PID 1 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1553224519055'","IN:inmobi:mini:Final:1"
"PK","Disabled","inmobi","mini","Final","2","1551060588557","CPM Target","PID 2 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1551060588557'","IN:inmobi:mini:Final:2"
"PK","Disabled","inmobi","mini","Final","5","1552404500253","CPM Target","PID 5 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1552404500253'","IN:inmobi:mini:Final:5"
"PK","Disabled","inmobi","mini","Final","7","1552165912080","CPM Target","PID 7 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1552165912080'","IN:inmobi:mini:Final:7"
"PK","Disabled","inmobi","mini","Final","8","1551843324092","CPM Target","PID 8 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1551843324092'","IN:inmobi:mini:Final:8"
"PK","Disabled","inmobi","mini","Final","9","1554737921591","CPM Target","PID 9 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1554737921591'","IN:inmobi:mini:Final:9"
"PK","Disabled","inmobi","mini","Final","14","1552261457819","CPM Target","PID 14 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1552261457819'","IN:inmobi:mini:Final:14"
"PK","Disabled","inmobi","mini","Final","17","1550953328922","CPM Target","PID 17 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1550953328922'","IN:inmobi:mini:Final:17"
"RU","Disabled","inmobi","mini","Final","1","1553224519055","CPM Target","PID 1 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1553224519055'","IN:inmobi:mini:Final:1"
"RU","Disabled","inmobi","mini","Final","2","1551060588557","CPM Target","PID 2 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1551060588557'","IN:inmobi:mini:Final:2"
"RU","Disabled","inmobi","mini","Final","5","1552404500253","CPM Target","PID 5 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1552404500253'","IN:inmobi:mini:Final:5"
"RU","Disabled","inmobi","mini","Final","7","1552165912080","CPM Target","PID 7 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1552165912080'","IN:inmobi:mini:Final:7"
"RU","Disabled","inmobi","mini","Final","8","1551843324092","CPM Target","PID 8 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1551843324092'","IN:inmobi:mini:Final:8"
"RU","Disabled","inmobi","mini","Final","9","1554737921591","CPM Target","PID 9 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1554737921591'","IN:inmobi:mini:Final:9"
"RU","Disabled","inmobi","mini","Final","10","1551780230061","CPM Target","PID 10 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1551780230061'","IN:inmobi:mini:Final:10"
"RU","Disabled","inmobi","mini","Final","14","1552261457819","CPM Target","PID 14 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1552261457819'","IN:inmobi:mini:Final:14"
"RU","Disabled","inmobi","mini","Final","17","1550953328922","CPM Target","PID 17 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1550953328922'","IN:inmobi:mini:Final:17"
"ZA","Disabled","inmobi","mini","Final","1","1553224519055","CPM Target","PID 1 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1553224519055'","IN:inmobi:mini:Final:1"
"ZA","Disabled","inmobi","mini","Final","2","1551060588557","CPM Target","PID 2 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1551060588557'","IN:inmobi:mini:Final:2"
"ZA","Disabled","inmobi","mini","Final","5","1552404500253","CPM Target","PID 5 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1552404500253'","IN:inmobi:mini:Final:5"
"ZA","Disabled","inmobi","mini","Final","7","1552165912080","CPM Target","PID 7 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1552165912080'","IN:inmobi:mini:Final:7"
"ZA","Disabled","inmobi","mini","Final","8","1551843324092","CPM Target","PID 8 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1551843324092'","IN:inmobi:mini:Final:8"
"ZA","Disabled","inmobi","mini","Final","9","1554737921591","CPM Target","PID 9 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1554737921591'","IN:inmobi:mini:Final:9"
"ZA","Disabled","inmobi","mini","Final","10","1551780230061","CPM Target","PID 10 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1551780230061'","IN:inmobi:mini:Final:10"
"ZA","Disabled","inmobi","mini","Final","14","1552261457819","CPM Target","PID 14 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1552261457819'","IN:inmobi:mini:Final:14"
"ZA","Disabled","inmobi","mini","Final","17","1550953328922","CPM Target","PID 17 CPM targets final","","","","","","80","50","0","80","","","","","","","","","","mini","where B='IN' and D='mini' and E='Final'","where B='IN' and D='mini' and E='Final' and G='1550953328922'","IN:inmobi:mini:Final:17"
"Other","Enabled","AdMob","ofa","Final","18","ca-app-pub-4721105574136909/3212405713","CPM Target","PID 1 CPM targets","","","","","","","92","-20","72","0.00","18.00","2.00","0.44","0.00","4","57","0.000","","ofa"," where B='Other' and D='ofa' and E='Final'"," where B='Other' and D='ofa' and E='Final' and G='ca-app-pub-4721105574136909/3212405713'","Other:AdMob:ofa:Final:18"
"Other","Enabled","Facebook","ofa","Final","18","538873886313500_991577204376497","CPM Target","PID 1 CPM targets","","","","","","","100","0","100","1.02","262.00","13.00","0.15","0.01","0","11","0.000","","ofa"," where B='Other' and D='ofa' and E='Final'"," where B='Other' and D='ofa' and E='Final' and G='538873886313500_991577204376497'","Other:Facebook:ofa:Final:18"
"Other","Enabled","AdMob","ofa","Final","18","ca-app-pub-4721105574136909/8113378605","High price threshold","PID 1 High price threshold","","","","","","","92","-20","72","0.00","68.00","6.00","0.19","0.00","4","57","0.000","","ofa"," where B='Other' and D='ofa' and E='Final'"," where B='Other' and D='ofa' and E='Final' and G='ca-app-pub-4721105574136909/8113378605'","Other:AdMob:ofa:Final:18"
"Other","Enabled","Facebook","ofa","Final","18","538873886313500_991612951039589","CPM Target","PID 1 CPM targets (all prices)","","","","","","","96","-20","76","0.25","111.00","6.00","0.25","0.00","2","39","0.000","","ofa"," where B='Other' and D='ofa' and E='Final'"," where B='Other' and D='ofa' and E='Final' and G='538873886313500_991612951039589'","Other:Facebook:ofa:Final:18"
"Other","Enabled","mytarget","ofa","Final","18","394344","Accept all prices","PID 1 Accept all prices","","","RU UA","","","72","50","-20","72","#N/A","","","","","","","","","ofa"," where B='Other' and D='ofa' and E='Final'"," where B='Other' and D='ofa' and E='Final' and G='394344'","Other:mytarget:ofa:Final:18"
"Other","Enabled","mobvista","ofa","Final","18","82211","Accept all prices","PID 1 Accept all prices OFA","","","MY PH SG TW PK BD TH JP HK IN ID","","","70","92","-20","70","0.00","2.00","1.00","1.00","0.00","4","57","0.000","","ofa"," where B='Other' and D='ofa' and E='Final'"," where B='Other' and D='ofa' and E='Final' and G='82211'","Other:mobvista:ofa:Final:18"
"Other","Enabled","yandex","ofa","Final","18","R-M-343088-6","High price threshold","PID 1 High price threshold","","","RU UA IN","","","68","50","-20","68","#N/A","","","","","","","","","ofa"," where B='Other' and D='ofa' and E='Final'"," where B='Other' and D='ofa' and E='Final' and G='R-M-343088-6'","Other:yandex:ofa:Final:18"
"Other","Enabled","AdMob","ofa","Final","18","ca-app-pub-4721105574136909/9394670682","Medium floor","PID 1 Medium floor","","","","","","","92","-20","72","0.00","76.00","7.00","0.51","0.00","4","57","0.000","","ofa"," where B='Other' and D='ofa' and E='Final'"," where B='Other' and D='ofa' and E='Final' and G='ca-app-pub-4721105574136909/9394670682'","Other:AdMob:ofa:Final:18"
"Other","Enabled","baidu","ofa","Final","18","162833","Accept all prices","PID 1 Accept all prices OFA","","","","","","","98","-20","78","0.70","73.54","11.00","0.50","0.01","1","20","0.000","","ofa"," where B='Other' and D='ofa' and E='Final'"," where B='Other' and D='ofa' and E='Final' and G='162833'","Other:baidu:ofa:Final:18"
"Other","Enabled","Facebook","ofa","Final","18","538873886313500_991613531039531","High price threshold","PID 1 High price threshold","","","","","","","94","-20","74","0.16","233.00","22.00","0.42","0.00","3","51","0.000","","ofa"," where B='Other' and D='ofa' and E='Final'"," where B='Other' and D='ofa' and E='Final' and G='538873886313500_991613531039531'","Other:Facebook:ofa:Final:18"
"Other","Enabled","adx","mini","Beta","0","s700524299456","","Mini beta	","","","","","","92","50","0","92","#N/A","","","","","","","","","minibeta"," where B='Other' and D='mini' and E='Beta'"," where B='Other' and D='mini' and E='Beta' and G='s700524299456'","Other:adx:mini:Beta:0"
"PL","Disabled","AdMob","mini","Beta","1","/50032758/facebook_mediation","Accept all prices","Test placement","",">40.1.2254.137654","","","","98","50","0","98","","","","","","","","","","minibeta"," where B='PL' and D='mini' and E='Beta'"," where B='PL' and D='mini' and E='Beta' and G='/50032758/facebook_mediation'","PL:AdMob:mini:Beta:1"
"PL","Disabled","AdMob","mini","Beta","2","/50032758/facebook_mediation","Accept all prices","Test placement","",">40.1.2254.137654","","","","98","50","0","98","","","","","","","","","","minibeta"," where B='PL' and D='mini' and E='Beta'"," where B='PL' and D='mini' and E='Beta' and G='/50032758/facebook_mediation'","PL:AdMob:mini:Beta:2"
"PL","Disabled","AdMob","mini","Beta","5","/50032758/facebook_mediation","Accept all prices","Test placement","",">40.1.2254.137654","","","","98","50","0","98","","","","","","","","","","minibeta"," where B='PL' and D='mini' and E='Beta'"," where B='PL' and D='mini' and E='Beta' and G='/50032758/facebook_mediation'","PL:AdMob:mini:Beta:5"
"PL","Disabled","AdMob","mini","Beta","7","/50032758/facebook_mediation","Accept all prices","Test placement","",">40.1.2254.137654","","","","98","50","0","98","","","","","","","","","","minibeta"," where B='PL' and D='mini' and E='Beta'"," where B='PL' and D='mini' and E='Beta' and G='/50032758/facebook_mediation'","PL:AdMob:mini:Beta:7"
"PL","Disabled","AdMob","mini","Beta","8","/50032758/facebook_mediation","Accept all prices","Test placement","",">40.1.2254.137654","","","","98","50","0","98","","","","","","","","","","minibeta"," where B='PL' and D='mini' and E='Beta'"," where B='PL' and D='mini' and E='Beta' and G='/50032758/facebook_mediation'","PL:AdMob:mini:Beta:8"
"PL","Disabled","AdMob","mini","Beta","9","/50032758/facebook_mediation","Accept all prices","Test placement","",">40.1.2254.137654","","","","98","50","0","98","","","","","","","","","","minibeta"," where B='PL' and D='mini' and E='Beta'"," where B='PL' and D='mini' and E='Beta' and G='/50032758/facebook_mediation'","PL:AdMob:mini:Beta:9"
"PL","Disabled","AdMob","mini","Beta","1","/50032758/facebook_mediation_cpm","CPM Target","Test placement","",">40.1.2254.137654","","","","100","50","0","100","","","","","","","","","","minibeta"," where B='PL' and D='mini' and E='Beta'"," where B='PL' and D='mini' and E='Beta' and G='/50032758/facebook_mediation_cpm'","PL:AdMob:mini:Beta:1"
"PL","Disabled","AdMob","mini","Beta","2","/50032758/facebook_mediation_cpm","CPM Target","Test placement","",">40.1.2254.137654","","","","100","50","0","100","","","","","","","","","","minibeta"," where B='PL' and D='mini' and E='Beta'"," where B='PL' and D='mini' and E='Beta' and G='/50032758/facebook_mediation_cpm'","PL:AdMob:mini:Beta:2"
"PL","Disabled","AdMob","mini","Beta","5","/50032758/facebook_mediation_cpm","CPM Target","Test placement","",">40.1.2254.137654","","","","100","50","0","100","","","","","","","","","","minibeta"," where B='PL' and D='mini' and E='Beta'"," where B='PL' and D='mini' and E='Beta' and G='/50032758/facebook_mediation_cpm'","PL:AdMob:mini:Beta:5"
"PL","Disabled","AdMob","mini","Beta","7","/50032758/facebook_mediation_cpm","CPM Target","Test placement","",">40.1.2254.137654","","","","100","50","0","100","","","","","","","","","","minibeta"," where B='PL' and D='mini' and E='Beta'"," where B='PL' and D='mini' and E='Beta' and G='/50032758/facebook_mediation_cpm'","PL:AdMob:mini:Beta:7"
"PL","Disabled","AdMob","mini","Beta","8","/50032758/facebook_mediation_cpm","CPM Target","Test placement","",">40.1.2254.137654","","","","100","50","0","100","","","","","","","","","","minibeta"," where B='PL' and D='mini' and E='Beta'"," where B='PL' and D='mini' and E='Beta' and G='/50032758/facebook_mediation_cpm'","PL:AdMob:mini:Beta:8"
"PL","Disabled","AdMob","mini","Beta","9","/50032758/facebook_mediation_cpm","CPM Target","Test placement","",">40.1.2254.137654","","","","100","50","0","100","","","","","","","","","","minibeta"," where B='PL' and D='mini' and E='Beta'"," where B='PL' and D='mini' and E='Beta' and G='/50032758/facebook_mediation_cpm'","PL:AdMob:mini:Beta:9"
"Other","Enabled","AdMob","news","Final","14","ca-app-pub-1883810847636355/8268763992","","","","","","","","99","98","0","99","0.80","7468021.00","397415.00","0.09","319.75","1","11","0.000","","news"," where B='Other' and D='news' and E='Final'"," where B='Other' and D='news' and E='Final' and G='ca-app-pub-1883810847636355/8268763992'","Other:AdMob:news:Final:14"
"Other","Enabled","Facebook","news","Final","14","170411727024887_174048516661208","","","","","","","","99","100","0","99","0.83","6859266.00","140055.00","0.04","115.86","0","9","0.000","","news"," where B='Other' and D='news' and E='Final'"," where B='Other' and D='news' and E='Final' and G='170411727024887_174048516661208'","Other:Facebook:news:Final:14"
"IN","Enabled","inmobi","mini","Final","1","1551863185699","CPM Target","PID1 IN OLD","","27 28 29 30 31 32 33 34 35 36 37.3","","","","","50","0","50","#N/A","","","","","","","","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='1551863185699'","IN:inmobi:mini:Final:1"
"IN","Enabled","inmobi","mini","Final","1","1554840241819","CPM Target","PID 1 IN","","37.4 37.5 37.6 37.7 37.8 38 39 40 41 42 43 44 45","","","","","50","0","50","#N/A","","","","","","","","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='1554840241819'","IN:inmobi:mini:Final:1"
"IN","Enabled","inmobi","mini","Final","2","1552712832269","CPM Target","PID 2 IN","","37.4 37.5 37.6 37.7 37.8 38 39 40 41 42 43 44 45","","","","","50","0","50","#N/A","","","","","","","","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='1552712832269'","IN:inmobi:mini:Final:2"
"IN","Enabled","inmobi","mini","Final","2","1554064962131","CPM Target","PID 2 IN OLD","","27 28 29 30 31 32 33 34 35 36 37.3","","","","","50","0","50","#N/A","","","","","","","","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='1554064962131'","IN:inmobi:mini:Final:2"
"IN","Enabled","inmobi","mini","Final","5","1551699963420","CPM Target","PID 5 IN","","37.4 37.5 37.6 37.7 37.8 38 39 40 41 42 43 44 45","","","","","50","0","50","#N/A","","","","","","","","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='1551699963420'","IN:inmobi:mini:Final:5"
"ID","Enabled","inmobi","mini","Final","1","1551556579445","CPM Target","PID 1 ID","","37.4 37.5 37.6 37.7 37.8 38 39 40 41 42 43 44 45","","","","","44","0","44","0.35","5602811.00","154132.00","0.04","54.36","6","56","0.000","","mini"," where B='ID' and D='mini' and E='Final'"," where B='ID' and D='mini' and E='Final' and G='1551556579445'","ID:inmobi:mini:Final:1"
"ID","Enabled","inmobi","mini","Final","1","1555747750475","CPM Target","PID 1 ID OLD","","27 28 29 30 31 32 33 34 35 36 37.3","","","","","50","0","50","#N/A","","","","","","","","","mini"," where B='ID' and D='mini' and E='Final'"," where B='ID' and D='mini' and E='Final' and G='1555747750475'","ID:inmobi:mini:Final:1"
"ID","Enabled","inmobi","mini","Final","2","1553418979163","CPM Target","PID 2 ID","","37.4 37.5 37.6 37.7 37.8 38 39 40 41 42 43 44 45","","","","","38","0","38","0.33","2674021.00","4730.00","0.00","1.58","8","62","0.000","","mini"," where B='ID' and D='mini' and E='Final'"," where B='ID' and D='mini' and E='Final' and G='1553418979163'","ID:inmobi:mini:Final:2"
"ID","Enabled","inmobi","mini","Final","2","1552704941819","CPM Target","PID 2 OLD","","27 28 29 30 31 32 33 34 35 36 37.3","","","","","50","0","50","#N/A","","","","","","","","","mini"," where B='ID' and D='mini' and E='Final'"," where B='ID' and D='mini' and E='Final' and G='1552704941819'","ID:inmobi:mini:Final:2"
"ID","Enabled","inmobi","mini","Final","5","1552543699122","CPM Target","PID 5 ID","","37.4 37.5 37.6 37.7 37.8 38 39 40 41 42 43 44 45","","","","","50","0","50","#N/A","","","","","","","","","mini"," where B='ID' and D='mini' and E='Final'"," where B='ID' and D='mini' and E='Final' and G='1552543699122'","ID:inmobi:mini:Final:5"
"ID","Enabled","inmobi","mini","Final","5","1553450219275","CPM Target","PID 5 ID OLD","","27 28 29 30 31 32 33 34 35 36 37.3","","","","","50","0","50","#N/A","","","","","","","","","mini"," where B='ID' and D='mini' and E='Final'"," where B='ID' and D='mini' and E='Final' and G='1553450219275'","ID:inmobi:mini:Final:5"
"Other","Enabled","inmobi","mini","Beta","1","1555377250600","CPM Target","PID 1 IN beta","","","IN","","","","50","0","50","#N/A","","","","","","","","","minibeta"," where B='Other' and D='mini' and E='Beta'"," where B='Other' and D='mini' and E='Beta' and G='1555377250600'","Other:inmobi:mini:Beta:1"
"ID","Enabled","inmobi","mini","Beta","1","1552240063211","CPM Target","PID 1 ID beta","","","","","","","10","0","10","0.01","223993.85","1924.00","0.00","0.02","10","90","0.000","","minibeta"," where B='ID' and D='mini' and E='Beta'"," where B='ID' and D='mini' and E='Beta' and G='1552240063211'","ID:inmobi:mini:Beta:1"
"Other","Enabled","inmobi","mini","Beta","2","1552154510192","CPM Target","PID 2 IN beta","","","IN","","","","50","0","50","#N/A","","","","","","","","","minibeta"," where B='Other' and D='mini' and E='Beta'"," where B='Other' and D='mini' and E='Beta' and G='1552154510192'","Other:inmobi:mini:Beta:2"
"Other","Enabled","inmobi","mini","Beta","5","1555467514938","CPM Target","PID 5 IN beta","","","IN","","","","50","0","50","#N/A","","","","","","","","","minibeta"," where B='Other' and D='mini' and E='Beta'"," where B='Other' and D='mini' and E='Beta' and G='1555467514938'","Other:inmobi:mini:Beta:5"
"ID","Enabled","inmobi","mini","Beta","2","1552968334032","CPM Target","PID 2 ID beta","","","","","","","50","0","50","#N/A","","","","","","","","","minibeta"," where B='ID' and D='mini' and E='Beta'"," where B='ID' and D='mini' and E='Beta' and G='1552968334032'","ID:inmobi:mini:Beta:2"
"ID","Enabled","inmobi","mini","Beta","5","1553572698597","CPM Target","PID 5 ID beta","","","","","","","50","0","50","#N/A","","","","","","","","","minibeta"," where B='ID' and D='mini' and E='Beta'"," where B='ID' and D='mini' and E='Beta' and G='1553572698597'","ID:inmobi:mini:Beta:5"
"UA","Enabled","Facebook","mini","Final","20","925717247457302_2590385877657089","CPM Target","PID 20,21 CPM targets audi","","","","adConfigTest_setA","","","1","0","1","0.07","518248.76","14096.00","0.17","0.92","9","99","0.000","","mini"," where B='UA' and D='mini' and E='Final'"," where B='UA' and D='mini' and E='Final' and G='925717247457302_2590385877657089'","UA:Facebook:mini:Final:20"
"UA","Enabled","Facebook","mini","Final","21","925717247457302_2590385877657089","CPM Target","PID 20,21 CPM targets audi","","","","adConfigTest_setA","","","1","0","1","0.07","36361.24","989.00","0.17","0.06","9","99","0.000","","mini"," where B='UA' and D='mini' and E='Final'"," where B='UA' and D='mini' and E='Final' and G='925717247457302_2590385877657089'","UA:Facebook:mini:Final:21"
"UA","Enabled","Facebook","mini","Final","20","925717247457302_2590388274323516","CPM Target","PID 20,21 CPM targets audi2","","","","adConfigTest_setA","","","21","0","21","0.14","643562.95","9546.00","0.11","1.38","5","79","0.000","","mini"," where B='UA' and D='mini' and E='Final'"," where B='UA' and D='mini' and E='Final' and G='925717247457302_2590388274323516'","UA:Facebook:mini:Final:20"
"UA","Enabled","Facebook","mini","Final","21","925717247457302_2590388274323516","CPM Target","PID 20,21 CPM targets audi2","","","","adConfigTest_setA","","","21","0","21","0.14","40585.05","602.00","0.11","0.09","5","79","0.000","","mini"," where B='UA' and D='mini' and E='Final'"," where B='UA' and D='mini' and E='Final' and G='925717247457302_2590388274323516'","UA:Facebook:mini:Final:21"
"UA","Enabled","Facebook","mini","Final","20","925717247457302_2590390157656661","CPM Target","PID 20,21 CPM targets audi3","","","","adConfigTest_setA","","","36","0","36","0.23","790586.17","8631.00","0.07","1.96","3","64","0.000","","mini"," where B='UA' and D='mini' and E='Final'"," where B='UA' and D='mini' and E='Final' and G='925717247457302_2590390157656661'","UA:Facebook:mini:Final:20"
"UA","Enabled","Facebook","mini","Final","21","925717247457302_2590390157656661","CPM Target","PID 20,21 CPM targets audi3","","","","adConfigTest_setA","","","35","0","35","0.23","45432.83","496.00","0.07","0.11","3","65","0.000","","mini"," where B='UA' and D='mini' and E='Final'"," where B='UA' and D='mini' and E='Final' and G='925717247457302_2590390157656661'","UA:Facebook:mini:Final:21"
"UA","Enabled","Facebook","mini","Final","20","925717247457302_2590391127656564","CPM Target","PID 20,21 CPM targets audi4","","","","adConfigTest_setA","","","53","0","53","0.30","880880.72","16159.00","0.07","4.84","1","47","0.000","","mini"," where B='UA' and D='mini' and E='Final'"," where B='UA' and D='mini' and E='Final' and G='925717247457302_2590391127656564'","UA:Facebook:mini:Final:20"
"UA","Enabled","Facebook","mini","Final","21","925717247457302_2590391127656564","CPM Target","PID 20,21 CPM targets audi4","","","","adConfigTest_setA","","","53","0","53","0.30","42084.28","772.00","0.07","0.23","1","47","0.000","","mini"," where B='UA' and D='mini' and E='Final'"," where B='UA' and D='mini' and E='Final' and G='925717247457302_2590391127656564'","UA:Facebook:mini:Final:21"
"UA","Enabled","Facebook","mini","Final","30","925717247457302_2590394370989573","CPM Target","PID 30,31 CPM targets bmw","","","","adConfigTest_setB","","","13","0","13","0.12","599577.89","5607.00","0.08","0.69","7","87","0.000","","mini"," where B='UA' and D='mini' and E='Final'"," where B='UA' and D='mini' and E='Final' and G='925717247457302_2590394370989573'","UA:Facebook:mini:Final:30"
"UA","Enabled","Facebook","mini","Final","31","925717247457302_2590394370989573","CPM Target","PID 30,31 CPM targets bmw","","","","adConfigTest_setB","","","14","0","14","0.12","40207.11","376.00","0.08","0.05","7","86","0.000","","mini"," where B='UA' and D='mini' and E='Final'"," where B='UA' and D='mini' and E='Final' and G='925717247457302_2590394370989573'","UA:Facebook:mini:Final:31"
"UA","Enabled","Facebook","mini","Final","30","925717247457302_2590395387656138","CPM Target","PID 30,31 CPM targets bmw2","","","","adConfigTest_setB","","","31","0","31","0.20","716965.79","3709.00","0.05","0.76","6","69","0.000","","mini"," where B='UA' and D='mini' and E='Final'"," where B='UA' and D='mini' and E='Final' and G='925717247457302_2590395387656138'","UA:Facebook:mini:Final:30"
"UA","Enabled","Facebook","mini","Final","31","925717247457302_2590395387656138","CPM Target","PID 30,31 CPM targets bmw2","","","","adConfigTest_setB","","","31","0","31","0.20","45233.21","234.00","0.05","0.05","6","69","0.000","","mini"," where B='UA' and D='mini' and E='Final'"," where B='UA' and D='mini' and E='Final' and G='925717247457302_2590395387656138'","UA:Facebook:mini:Final:31"
"UA","Enabled","Facebook","mini","Final","30","925717247457302_2590396117656065","CPM Target","PID 30,31 CPM targets bmw3","","","","adConfigTest_setB","","","47","0","47","0.29","716254.38","11180.00","0.08","3.20","4","53","0.000","","mini"," where B='UA' and D='mini' and E='Final'"," where B='UA' and D='mini' and E='Final' and G='925717247457302_2590396117656065'","UA:Facebook:mini:Final:30"
"UA","Enabled","Facebook","mini","Final","31","925717247457302_2590396117656065","CPM Target","PID 30,31 CPM targets bmw3","","","","adConfigTest_setB","","","48","0","48","0.29","42539.62","664.00","0.08","0.19","4","52","0.000","","mini"," where B='UA' and D='mini' and E='Final'"," where B='UA' and D='mini' and E='Final' and G='925717247457302_2590396117656065'","UA:Facebook:mini:Final:31"
